,date,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
16164,2014-08-06,4,1900,22896,1.5,0,0,3,540,1922,1990,98010,47.3102,-122.023,257000
16165,2014-06-24,3,880,18205,1.0,0,0,4,0,1945,0,98178,47.5013,-122.244,218000
16166,2014-06-11,3,2060,4437,1.0,0,0,3,1030,1929,0,98126,47.5705,-122.376,460000
16167,2015-04-14,3,1360,6186,1.5,0,0,4,600,1941,0,98133,47.7503,-122.334,255544
16168,2014-09-14,2,1680,4647,1.0,0,0,3,0,2008,0,98053,47.7088,-122.015,560000
16169,2015-02-11,4,2980,4074,2.0,0,0,3,0,2011,0,98019,47.734,-121.965,480000
16170,2014-10-10,5,2130,19180,1.0,0,0,3,630,1968,0,98004,47.638,-122.213,1300000
16171,2015-04-26,3,2650,9752,1.0,0,0,3,0,1989,0,98028,47.768,-122.259,580000
16172,2014-06-28,3,1700,9100,1.0,0,0,3,540,1998,0,98126,47.5369,-122.378,475000
16173,2014-06-30,4,2680,12215,1.0,1,4,3,1090,1956,0,98166,47.4396,-122.353,1310000
16174,2015-03-27,3,2530,623779,1.0,0,0,4,0,1980,0,98038,47.4188,-121.949,700000
16175,2014-09-17,3,2520,10223,2.0,0,0,3,0,1988,0,98074,47.631,-122.042,590000
16176,2015-02-22,3,1630,8346,1.0,0,0,3,0,1990,0,98092,47.2622,-122.219,264500
16177,2014-10-27,2,730,2600,1.0,0,0,4,0,1918,0,98107,47.6751,-122.379,465000
16178,2015-03-23,3,910,7620,1.0,0,2,3,0,1971,0,98106,47.5278,-122.343,290000
16179,2014-11-21,4,4510,12873,2.0,0,2,3,0,1998,0,98033,47.6491,-122.201,1820000
16180,2014-06-15,3,1110,12150,1.0,0,0,4,0,1957,0,98008,47.6034,-122.122,416000
16181,2015-01-28,4,1450,8940,1.0,0,0,3,0,1962,0,98034,47.7304,-122.24,360000
16182,2014-06-02,5,2910,36250,1.0,0,0,3,1320,1977,0,98075,47.5916,-122.076,585083
16183,2014-05-12,4,2600,2750,1.5,0,0,3,980,1936,0,98119,47.6413,-122.357,840000
16184,2015-03-24,2,730,9975,1.0,0,0,1,0,1943,0,98168,47.4808,-122.315,81000
16185,2015-01-30,3,2440,9200,1.0,0,1,4,0,1950,0,98105,47.6629,-122.269,1290000
16186,2014-11-25,4,2290,7380,1.0,0,0,3,900,1963,0,98178,47.5034,-122.245,326000
16187,2015-02-24,2,720,7500,1.0,0,2,3,0,1925,0,98136,47.5185,-122.392,447000
16188,2014-10-03,3,940,7125,1.5,0,0,4,0,1958,0,98032,47.3756,-122.297,185000
16189,2014-07-23,3,1540,7773,2.0,0,0,4,0,1982,0,98034,47.722,-122.194,439950
16190,2014-10-01,3,1140,10300,1.5,0,0,4,0,1967,0,98045,47.4452,-121.77,234000
16191,2014-12-31,4,2100,8886,2.0,0,0,4,0,1964,0,98007,47.5947,-122.134,485000
16192,2014-07-15,4,2670,6250,2.0,0,0,4,650,1941,0,98199,47.6499,-122.391,750000
16193,2015-05-07,4,2750,5527,2.0,0,0,3,620,1901,1987,98119,47.6513,-122.368,865000
16194,2014-06-18,4,2570,9000,1.0,0,0,4,980,1979,0,98023,47.2986,-122.372,287500
16195,2014-07-08,3,1660,9673,1.0,0,0,3,530,1976,0,98072,47.7628,-122.162,375000
16196,2014-09-05,3,1700,8800,1.0,0,0,5,850,1969,0,98033,47.6863,-122.189,565000
16197,2015-02-19,4,1530,8306,2.0,0,0,3,0,2010,0,98042,47.3528,-122.146,260000
16198,2014-10-17,3,1260,10900,1.0,0,0,4,0,1943,0,98056,47.491,-122.188,190000
16199,2014-09-09,5,2760,6420,1.0,0,0,5,1380,1964,0,98118,47.5396,-122.276,399950
16200,2015-03-26,3,1830,7062,2.0,0,0,3,0,1990,0,98023,47.2895,-122.352,275000
16201,2014-12-02,3,2160,4086,1.0,0,0,3,780,1987,0,98126,47.5352,-122.38,528000
16202,2014-10-17,3,1770,9685,1.0,0,0,3,0,1948,0,98166,47.4753,-122.342,315000
16203,2014-08-21,2,2210,5500,1.0,0,0,4,800,1968,0,98117,47.697,-122.39,614306
16204,2015-03-31,3,4560,14608,2.0,0,2,3,0,1990,0,98034,47.6995,-122.228,1490000
16205,2014-07-29,3,2110,3870,2.0,0,0,3,0,2004,0,98029,47.5513,-121.994,590000
16206,2015-03-17,3,1130,3600,1.0,0,0,3,0,1908,0,98144,47.5978,-122.299,261500
16207,2014-05-23,4,1960,9898,2.0,0,0,3,0,2001,0,98030,47.3834,-122.168,300000
16208,2014-09-04,3,2230,4551,1.5,0,2,5,780,1928,0,98178,47.5078,-122.236,439000
16209,2014-09-04,5,2350,13000,1.0,0,0,3,0,1961,0,98178,47.4939,-122.256,277554
16210,2014-06-23,3,1340,8505,1.0,0,0,3,0,1931,0,98168,47.4727,-122.297,215000
16211,2014-09-22,2,2160,17861,2.0,1,4,4,0,1956,0,98146,47.502,-122.385,1200000
16212,2015-02-24,4,1700,6375,1.0,0,0,4,850,1950,0,98115,47.6973,-122.295,420000
16213,2015-04-08,3,1650,3436,2.0,0,0,3,0,2003,0,98053,47.6819,-122.036,485000
16214,2014-12-22,3,1540,8316,1.0,0,0,5,0,1954,0,98002,47.323,-122.216,202500
16215,2015-02-23,5,3920,8572,2.0,0,0,3,0,2007,0,98065,47.5427,-121.887,710000
16216,2015-04-30,4,3250,6933,2.0,0,0,3,0,2009,0,98059,47.4956,-122.151,535000
16217,2014-12-18,4,1360,7700,1.0,0,0,4,0,1966,0,98058,47.4558,-122.177,260000
16218,2014-05-28,3,1480,7480,1.0,0,0,4,0,1992,0,98038,47.3542,-122.055,254000
16219,2014-05-21,4,2360,5226,2.0,0,0,3,0,2001,0,98034,47.712,-122.229,600000
16220,2014-09-25,3,1800,2516,2.0,0,0,3,0,2001,0,98108,47.5401,-122.293,285000
16221,2014-10-23,4,2540,20662,2.0,0,0,3,0,1998,0,98075,47.5882,-122.01,800000
16222,2014-06-23,3,1200,13100,1.0,0,0,3,0,1943,0,98168,47.475,-122.258,165000
16223,2014-11-06,2,710,6960,1.0,0,0,4,0,1943,0,98178,47.4886,-122.246,216500
16224,2014-09-19,4,2640,5595,2.0,0,0,3,0,2011,0,98038,47.3551,-122.054,387990
16225,2014-11-04,4,3010,5040,2.0,0,0,3,0,2006,0,98133,47.709,-122.35,500000
16226,2014-10-23,4,2770,5612,2.0,0,0,3,0,2001,0,98053,47.686,-122.036,650000
16227,2014-06-19,4,2310,4079,2.0,0,0,3,0,2008,0,98117,47.6937,-122.361,646000
16228,2015-01-30,4,2060,9138,1.0,0,0,3,630,1992,0,98092,47.321,-122.185,323400
16229,2014-08-06,3,1880,4200,2.0,0,0,3,0,2007,0,98038,47.366,-122.017,300000
16230,2014-10-07,5,2280,5400,1.5,0,0,4,940,1947,0,98105,47.6674,-122.279,712500
16231,2014-06-09,3,1380,3402,1.5,0,0,3,0,1900,2000,98122,47.6109,-122.302,550000
16232,2015-02-17,3,1180,7537,1.0,0,0,3,0,1969,0,98034,47.7233,-122.221,400000
16233,2014-10-28,4,1650,7200,1.0,0,0,3,550,1977,0,98031,47.3944,-122.187,255000
16234,2014-12-05,3,2030,9032,2.0,0,2,4,0,1963,0,98008,47.586,-122.117,660000
16235,2015-03-23,4,2110,6375,1.0,0,2,4,510,1941,0,98115,47.6819,-122.272,925000
16236,2014-08-05,4,2130,7210,1.0,0,0,5,800,1965,0,98008,47.629,-122.117,534000
16237,2014-11-19,3,1690,7700,1.0,0,0,4,0,1969,0,98003,47.3444,-122.304,215000
16238,2014-10-14,3,2510,12779,1.5,0,4,3,0,1968,0,98034,47.6982,-122.231,1950000
16239,2014-05-13,5,3530,7924,2.0,0,0,3,0,2001,0,98040,47.5894,-122.243,1400000
16240,2015-02-03,3,1470,8350,1.0,0,0,3,0,1990,0,98001,47.2587,-122.253,212000
16241,2014-06-19,3,1840,7300,1.0,0,0,3,0,1966,0,98023,47.3122,-122.369,265000
16242,2014-12-05,3,1860,5750,1.5,0,0,5,560,1918,0,98116,47.5586,-122.383,400000
16243,2015-02-13,4,1940,10133,2.0,0,0,3,0,1992,0,98031,47.3877,-122.171,311500
16244,2015-03-26,4,4420,20759,2.0,0,0,3,0,2003,0,98004,47.6354,-122.221,2330000
16245,2014-10-17,2,800,6050,1.0,0,0,4,0,1944,0,98178,47.5001,-122.242,225000
16246,2014-06-10,4,3700,21755,1.0,0,4,3,1080,1988,0,98006,47.5662,-122.108,1250000
16247,2015-02-11,3,1400,8710,1.0,0,0,4,0,1948,0,98146,47.5066,-122.377,380000
16248,2014-07-08,4,2250,11370,2.0,0,0,3,0,1991,0,98034,47.7115,-122.239,600000
16249,2014-05-21,3,2230,9053,2.0,0,0,4,0,1987,0,98007,47.6594,-122.144,600000
16250,2014-12-18,3,1950,3000,2.0,0,0,3,0,2001,0,98146,47.4938,-122.337,315000
16251,2014-06-03,5,2550,4623,2.5,0,0,4,0,1905,0,98122,47.6092,-122.294,847000
16252,2015-04-09,4,2750,10351,2.0,0,0,3,0,1998,0,98075,47.5894,-121.98,730000
16253,2014-05-14,4,2290,11137,1.0,0,0,4,0,1955,0,98004,47.5887,-122.201,1060000
16254,2015-05-13,4,2350,17709,2.0,0,0,4,0,1977,0,98039,47.6232,-122.236,1620000
16255,2015-04-15,2,1720,5785,1.0,0,0,3,860,1948,2002,98118,47.5554,-122.274,664000
16256,2015-04-27,4,2810,6000,2.0,0,0,3,0,2007,0,98038,47.3689,-122.057,454450
16257,2015-01-16,3,940,4200,1.0,0,0,3,0,1955,0,98103,47.6878,-122.35,341000
16258,2014-10-29,4,1190,8875,1.5,0,0,4,0,1946,0,98155,47.7487,-122.303,276693
16259,2014-11-19,2,1390,11340,1.0,0,0,4,0,1969,0,98168,47.4969,-122.3,185000
16260,2014-09-17,2,1660,2258,2.0,0,0,3,0,1981,0,98042,47.3793,-122.146,160000
16261,2014-06-02,4,1920,8497,2.0,0,0,3,0,1998,0,98092,47.2608,-122.209,270000
16262,2014-07-18,4,1460,8760,1.0,0,0,3,0,1958,0,98166,47.4698,-122.36,300000
16263,2014-08-29,3,1370,10115,1.0,0,0,4,0,1957,0,98022,47.2027,-122.0,264950
16264,2015-04-01,2,1050,6250,1.0,0,0,4,210,1943,0,98168,47.5024,-122.333,209950
16265,2015-03-30,3,3360,8708,2.0,0,0,3,0,2006,0,98053,47.7037,-122.016,850000
16266,2014-05-16,4,3160,11380,2.0,0,0,3,0,1983,0,98074,47.6318,-122.039,645000
16267,2015-01-13,4,2480,36974,2.0,0,0,4,0,1973,0,98005,47.6441,-122.154,855000
16268,2014-12-01,4,2720,37258,2.0,0,0,3,0,1994,0,98077,47.7402,-122.035,632500
16269,2014-08-21,3,2070,5013,2.0,0,0,3,0,1987,0,98023,47.3202,-122.395,289950
16270,2014-09-24,2,2170,25732,1.0,0,2,4,0,1952,0,98177,47.7542,-122.372,850000
16271,2014-06-20,4,3260,4900,2.0,0,0,3,0,2013,0,98059,47.4812,-122.123,565000
16272,2015-04-25,3,2250,19270,2.0,0,0,3,0,1999,0,98074,47.6569,-122.088,792000
16273,2014-12-22,3,1950,9600,1.0,0,0,4,750,1987,0,98092,47.2762,-122.148,260000
16274,2015-04-27,3,2220,209523,1.0,0,0,3,0,1991,0,98019,47.7586,-121.911,585000
16275,2014-07-30,3,1330,10523,1.0,0,0,3,330,1981,0,98055,47.4605,-122.206,295500
16276,2014-12-11,4,1190,7877,1.5,0,0,5,0,1946,0,98155,47.7538,-122.322,329000
16277,2015-03-30,3,2770,15232,1.0,0,0,3,1200,1976,0,98006,47.5706,-122.16,750000
16278,2015-02-25,4,2310,7555,2.0,0,0,3,0,1997,0,98155,47.7544,-122.303,495000
16279,2015-05-04,3,1580,5750,1.0,0,2,4,250,1947,0,98199,47.6339,-122.392,672500
16280,2014-05-08,5,2800,3200,1.5,0,0,5,890,1932,2002,98109,47.6421,-122.35,1310000
16281,2014-08-01,3,1500,9636,2.0,0,0,3,0,1994,0,98011,47.75,-122.176,405000
16282,2015-01-16,3,2140,5808,1.0,0,1,3,1070,1947,0,98119,47.6435,-122.373,620000
16283,2014-09-22,4,2330,7020,1.0,0,0,4,880,1973,0,98006,47.562,-122.139,615000
16284,2014-09-04,6,3830,11180,1.0,0,2,5,1390,1962,0,98008,47.5849,-122.113,887000
16285,2014-09-22,4,4510,5000,2.5,0,2,3,1240,1941,2000,98117,47.6852,-122.4,1060000
16286,2014-08-05,4,2160,39430,1.0,0,0,4,500,1974,0,98005,47.6378,-122.185,753000
16287,2014-07-15,3,3170,5000,2.0,0,0,5,940,1975,0,98102,47.6349,-122.318,1600000
16288,2014-05-30,4,5550,28078,2.0,0,2,4,2200,2000,0,98039,47.6395,-122.234,3710000
16289,2014-12-31,3,1520,8519,1.0,0,0,3,0,1954,0,98133,47.7712,-122.339,365000
16290,2014-08-22,4,3410,23000,2.0,0,0,4,0,1982,0,98006,47.5559,-122.149,870000
16291,2014-07-01,4,1830,9601,2.0,0,0,3,0,2003,0,98038,47.3541,-122.015,321000
16292,2015-05-07,3,1550,4486,2.0,0,0,3,0,2000,0,98001,47.3299,-122.269,280000
16293,2014-07-03,3,1520,3593,2.0,0,0,3,0,2004,0,98038,47.3842,-122.042,288000
16294,2015-02-27,3,1240,12285,1.0,0,0,3,620,1939,1991,98023,47.3219,-122.341,248500
16295,2014-06-22,4,2380,13550,2.0,0,0,3,0,1999,0,98188,47.4486,-122.288,330000
16296,2014-07-22,5,2720,11454,2.0,0,0,3,890,1988,0,98052,47.6466,-122.119,740000
16297,2014-09-23,3,2210,8010,2.0,0,0,3,0,1998,0,98045,47.4845,-121.775,445000
16298,2015-03-06,2,1050,9600,1.0,0,0,4,0,1959,0,98023,47.3274,-122.346,198500
16299,2014-06-25,7,1940,5458,2.0,0,0,3,0,1994,0,98092,47.3191,-122.177,280000
16300,2014-07-10,3,1420,3433,2.0,0,0,4,0,1981,0,98034,47.7245,-122.163,336500
16301,2015-02-11,3,1690,10336,2.0,0,0,4,0,1989,0,98010,47.311,-122.003,267000
16302,2014-05-02,3,1160,9180,1.0,0,0,3,0,1968,0,98077,47.7427,-122.072,315000
16303,2014-08-06,4,2040,7412,2.0,0,0,3,0,1988,0,98074,47.6347,-122.026,545000
16304,2014-08-04,3,1840,16679,1.0,0,0,3,0,1989,0,98001,47.3207,-122.275,274950
16305,2014-12-24,2,1440,7130,1.0,0,2,3,230,1948,0,98115,47.6778,-122.267,500000
16306,2014-05-28,3,1390,9624,1.5,0,0,4,0,1954,0,98155,47.7758,-122.301,299000
16307,2015-05-05,3,1470,1445,2.0,0,0,3,310,2005,0,98029,47.5468,-121.998,420000
16308,2015-04-07,3,1776,1248,3.0,0,0,3,172,2006,0,98103,47.6539,-122.352,620000
16309,2014-12-10,3,1640,12000,1.0,0,0,3,460,1967,0,98008,47.6252,-122.104,575950
16310,2014-09-04,4,2860,6600,2.0,0,0,3,0,2000,0,98074,47.6067,-122.017,666500
16311,2014-05-22,4,1740,7292,1.0,0,0,3,720,1962,0,98168,47.4787,-122.302,180000
16312,2014-06-23,3,1390,18200,1.0,0,0,4,0,1962,0,98023,47.3208,-122.337,261350
16313,2015-02-24,4,2730,5607,1.0,0,0,5,1070,1948,0,98199,47.6387,-122.396,1030000
16314,2015-04-29,3,1435,8960,1.0,0,0,4,0,1969,0,98058,47.4525,-122.149,390000
16315,2014-06-26,3,1640,12384,1.0,0,0,4,550,1954,0,98003,47.3256,-122.298,253500
16316,2014-05-21,4,2630,48706,2.0,0,0,3,0,1986,0,98072,47.775,-122.125,625000
16317,2014-09-22,4,1580,7800,1.0,0,0,4,0,1959,0,98059,47.481,-122.163,255000
16318,2014-10-10,3,1740,3721,2.0,0,0,3,0,2009,0,98002,47.3363,-122.213,257000
16319,2014-07-22,2,1900,13122,1.0,1,4,3,800,1954,0,98178,47.5121,-122.248,869000
16320,2014-11-12,4,3130,10860,2.0,0,0,3,0,1990,0,98075,47.56,-122.04,745000
16321,2014-09-26,4,3500,9525,2.0,0,0,3,0,1999,0,98040,47.5641,-122.221,1350000
16322,2014-10-20,3,2130,7500,1.0,0,0,4,1040,1956,0,98166,47.4593,-122.343,350000
16323,2014-06-19,3,950,1110,2.0,0,0,3,0,2003,0,98102,47.6226,-122.319,475000
16324,2014-09-18,3,1720,11656,2.0,0,0,3,0,1987,1999,98052,47.6791,-122.113,540000
16325,2014-05-28,2,830,2699,1.0,0,0,3,0,1996,0,98038,47.3839,-122.038,175000
16326,2014-07-03,2,660,5240,1.0,0,0,4,0,1912,0,98032,47.3881,-122.234,100000
16327,2014-10-09,5,2590,4652,2.0,0,0,4,280,1907,0,98122,47.6038,-122.294,890000
16328,2014-05-07,3,1600,4271,2.0,0,0,3,0,2000,0,98001,47.3303,-122.269,280000
16329,2014-06-27,4,4390,13833,2.0,0,3,3,1070,2003,0,98029,47.5566,-122.026,1050000
16330,2014-07-09,4,3560,12047,2.0,0,0,3,0,1988,0,98023,47.3019,-122.341,486000
16331,2014-07-07,5,2860,68519,2.0,0,0,5,0,1958,0,98065,47.5265,-121.835,670000
16332,2014-07-23,3,1640,7847,2.0,0,0,3,0,1987,0,98029,47.5684,-122.018,480000
16333,2014-05-07,3,1500,6180,1.0,0,0,4,440,1947,0,98118,47.5689,-122.284,440000
16334,2014-09-05,3,3990,8505,2.0,0,2,3,1120,1922,1999,98144,47.5744,-122.283,1500000
16335,2014-06-09,4,2610,33206,2.0,0,0,3,0,1988,0,98053,47.6662,-122.057,743700
16336,2014-08-14,3,1470,7590,1.0,0,0,3,0,1988,0,98117,47.6964,-122.362,449950
16337,2014-05-19,2,700,2334,1.0,0,0,3,0,1945,0,98117,47.701,-122.39,367000
16338,2014-12-01,4,3960,12895,2.0,0,0,3,0,2001,0,98059,47.5211,-122.151,1190000
16339,2015-05-01,3,900,7576,1.0,0,0,4,0,1959,0,98002,47.2881,-122.22,201000
16340,2014-12-23,3,2010,3800,2.0,0,0,2,0,1922,0,98112,47.6408,-122.307,575000
16341,2015-04-15,3,1940,10350,1.0,0,0,3,520,1979,0,98001,47.3385,-122.256,295000
16342,2015-02-20,3,1510,8760,1.0,0,0,4,0,1946,0,98002,47.3015,-122.216,190000
16343,2015-05-07,2,2020,5000,1.0,0,0,3,670,1952,0,98117,47.6758,-122.375,742500
16344,2015-03-12,6,4430,11453,2.0,0,0,3,1430,2001,0,98056,47.5156,-122.204,875000
16345,2015-04-21,4,4010,10880,2.0,0,3,4,860,1990,0,98040,47.5359,-122.213,1390000
16346,2014-06-19,4,3070,8400,2.0,0,0,4,0,1970,0,98034,47.7316,-122.169,600000
16347,2014-09-22,3,1460,11100,1.0,0,0,3,0,1956,0,98003,47.3253,-122.298,207000
16348,2015-04-21,4,3260,5335,2.0,0,0,3,0,2003,0,98065,47.5414,-121.864,650000
16349,2015-05-12,2,830,5610,1.0,0,0,3,0,1922,0,98126,47.5674,-122.367,275000
16350,2015-04-08,4,2390,4200,2.0,0,0,3,240,1924,0,98102,47.6272,-122.318,1200000
16351,2014-10-14,3,1130,7200,1.0,0,0,4,0,1944,0,98166,47.4779,-122.342,262500
16352,2014-09-25,2,1120,8661,1.0,0,0,3,0,1946,0,98125,47.7034,-122.307,399000
16353,2015-02-24,4,1410,10648,1.0,0,0,4,0,1966,0,98030,47.3736,-122.188,139000
16354,2014-08-26,3,1750,4797,2.0,0,0,4,0,1991,0,98033,47.6954,-122.199,575000
16355,2014-11-20,2,1040,3200,1.0,0,0,3,0,1926,0,98103,47.6558,-122.334,580000
16356,2014-07-25,3,1630,2490,2.0,0,0,3,0,2004,0,98053,47.6807,-122.031,468000
16357,2015-03-10,3,1380,10112,1.0,0,0,4,440,1963,0,98023,47.3196,-122.351,230000
16358,2014-05-07,4,3680,18804,2.0,0,0,3,0,1990,0,98074,47.6193,-122.014,675000
16359,2014-10-10,3,1250,20040,1.0,0,0,3,0,1970,0,98072,47.7514,-122.108,318000
16360,2014-10-08,5,2660,6978,2.0,0,0,3,680,1996,0,98092,47.2631,-122.212,332100
16361,2015-03-17,2,620,6600,1.0,0,0,3,0,1963,0,98168,47.4862,-122.33,175000
16362,2014-08-05,4,2600,10660,2.0,0,0,4,0,1979,0,98006,47.5533,-122.156,817000
16363,2015-04-08,4,2150,8119,2.0,0,0,3,0,1953,2004,98039,47.6335,-122.236,1200000
16364,2015-04-20,3,1470,6550,1.0,0,2,3,400,1916,0,98126,47.5463,-122.381,525000
16365,2015-02-11,3,1380,7282,1.5,0,0,5,0,1915,0,98002,47.3006,-122.223,189000
16366,2015-03-05,3,1680,1683,2.0,0,0,3,560,2014,0,98119,47.6425,-122.374,629950
16367,2015-03-10,1,1000,9084,1.0,1,3,3,0,1950,0,98146,47.5007,-122.382,641500
16368,2014-09-12,3,1630,7573,1.0,0,2,3,400,1983,0,98034,47.7273,-122.211,490000
16369,2015-02-18,3,1790,15142,1.0,0,0,3,430,1976,0,98072,47.7362,-122.172,415000
16370,2014-10-15,2,890,6380,1.0,0,0,3,0,1951,0,98115,47.691,-122.303,250000
16371,2014-08-20,3,1290,8175,1.0,0,0,4,470,1952,0,98004,47.6296,-122.205,781000
16372,2014-06-20,4,2420,7927,1.0,0,0,4,1020,1973,0,98133,47.7583,-122.343,400000
16373,2014-08-20,4,3680,7105,2.0,0,2,3,790,2008,0,98115,47.6956,-122.311,935000
16374,2014-05-15,4,3020,17810,1.0,0,0,3,1420,1979,0,98155,47.7735,-122.281,575000
16375,2014-10-15,4,4240,11189,2.0,0,2,3,0,2006,0,98033,47.6526,-122.191,1660000
16376,2014-12-29,5,3130,9450,1.0,0,0,4,1550,1973,0,98023,47.3099,-122.384,302300
16377,2015-05-07,2,900,6656,1.0,0,0,3,0,1940,0,98126,47.5467,-122.377,355000
16378,2014-06-17,3,2880,7599,1.0,0,2,3,1170,1958,2002,98033,47.6938,-122.215,1540000
16379,2015-03-30,4,2390,17717,1.0,0,0,4,0,1964,0,98040,47.5755,-122.218,926250
16380,2015-03-23,3,1450,7620,1.0,0,0,4,400,1955,0,98166,47.4569,-122.354,300000
16381,2014-07-21,3,1070,9000,1.0,0,0,4,0,1978,0,98052,47.6984,-122.132,361500
16382,2014-11-05,3,1740,9840,1.0,0,0,4,0,1963,0,98040,47.5748,-122.237,616000
16383,2015-04-13,2,1210,1161,2.0,0,0,3,0,2014,0,98029,47.5513,-121.998,395000
16384,2014-10-06,3,2100,10000,1.0,0,0,4,0,1954,0,98198,47.4222,-122.331,245000
16385,2014-06-03,3,1060,9600,1.0,0,0,4,0,1962,0,98023,47.2878,-122.358,206000
16386,2014-10-13,4,3280,16575,1.0,0,0,3,1090,1972,0,98188,47.426,-122.285,706000
16387,2015-01-26,3,1660,6000,1.5,0,0,3,0,1937,0,98199,47.6409,-122.401,578000
16388,2014-07-28,5,3070,5252,2.0,0,0,3,0,2005,0,98042,47.3666,-122.128,341950
16389,2014-12-11,3,1150,9048,1.0,0,0,2,0,1922,0,98033,47.6755,-122.177,305000
16390,2014-10-10,3,1710,3600,1.0,0,0,3,120,1909,0,98119,47.642,-122.36,575000
16391,2014-05-20,3,1180,43124,1.0,0,0,4,0,1959,0,98027,47.5278,-122.063,330000
16392,2015-01-07,4,2130,7200,2.0,0,0,3,0,1972,0,98034,47.7152,-122.168,445000
16393,2014-08-18,3,1050,7560,1.0,0,0,3,0,1951,0,98126,47.525,-122.371,333000
16394,2014-08-07,4,2520,3980,2.0,0,0,3,0,2005,0,98027,47.5401,-122.07,598500
16395,2014-10-14,2,700,6000,1.0,0,0,3,0,1943,0,98055,47.4671,-122.212,225000
16396,2014-07-14,4,2640,4200,2.0,0,0,3,0,1998,0,98074,47.6038,-122.02,570000
16397,2014-08-07,5,2330,6783,1.0,0,0,3,1020,1956,0,98115,47.6955,-122.295,630000
16398,2015-04-16,5,2830,7738,2.0,0,0,4,0,1977,0,98006,47.5582,-122.136,779000
16399,2015-01-21,4,3720,13591,2.0,0,3,3,0,2004,0,98065,47.536,-121.858,760000
16400,2015-01-09,5,1890,9600,1.0,0,0,4,0,1960,0,98028,47.7391,-122.241,322968
16401,2014-07-29,4,2910,7287,2.0,0,0,3,0,1998,0,98065,47.5354,-121.869,595000
16402,2014-10-13,4,1300,18836,1.0,0,0,4,0,1941,0,98056,47.5029,-122.188,321000
16403,2015-03-26,3,2770,57745,2.0,0,0,3,0,1985,0,98072,47.775,-122.124,653000
16404,2014-07-29,4,2520,21834,1.0,1,4,3,1100,1960,0,98146,47.4996,-122.378,750000
16405,2014-05-07,3,1340,4284,1.0,0,0,3,260,1910,0,98105,47.6633,-122.324,530000
16406,2014-06-09,2,1060,1241,2.0,0,0,3,100,2008,0,98144,47.5999,-122.3,352750
16407,2015-02-04,4,2480,8563,2.0,0,0,3,0,1992,0,98038,47.381,-122.033,424950
16408,2014-05-30,5,2220,4000,1.0,0,0,3,990,1973,0,98144,47.5754,-122.305,427000
16409,2014-08-05,4,3220,5120,2.0,0,0,3,800,2000,0,98118,47.5434,-122.27,558000
16410,2014-11-10,2,1600,5643,1.0,0,0,3,0,1954,0,98115,47.6968,-122.279,438200
16411,2014-09-29,1,640,4800,1.0,0,0,3,0,1918,0,98136,47.5551,-122.382,340000
16412,2014-08-28,4,3610,7904,3.0,0,0,3,320,1994,0,98117,47.6992,-122.385,830005
16413,2014-09-09,4,3420,5012,2.0,0,0,3,1090,2008,0,98019,47.732,-121.982,548000
16414,2014-06-04,3,1840,5101,1.0,0,0,5,800,1952,0,98108,47.5585,-122.317,411715
16415,2014-10-28,4,2790,16117,2.0,0,0,4,0,1999,0,98005,47.6033,-122.155,865000
16416,2015-02-02,6,5860,13928,2.0,0,3,3,1710,2013,0,98006,47.5382,-122.114,1750000
16417,2014-06-18,3,3450,16200,2.0,0,0,3,0,1983,0,98074,47.6319,-122.041,688000
16418,2015-03-17,4,2350,5100,2.0,0,0,3,0,2003,0,98038,47.3507,-122.007,399950
16419,2015-03-27,3,1250,4590,1.5,0,0,3,280,1903,0,98115,47.6757,-122.327,555000
16420,2014-05-22,3,2000,3207,1.0,0,0,4,900,1916,0,98103,47.6561,-122.341,677000
16421,2014-06-06,3,2260,9568,1.0,0,0,3,480,1985,0,98074,47.6457,-122.058,539000
16422,2014-08-19,3,1510,6597,1.0,0,0,4,560,1939,0,98144,47.5938,-122.315,410000
16423,2015-03-10,2,1800,2748,2.0,0,0,4,0,1979,0,98008,47.6104,-122.113,472000
16424,2014-10-26,3,2420,8856,1.0,0,3,3,800,1957,0,98118,47.5405,-122.263,755000
16425,2014-08-05,5,1750,8325,1.0,0,0,5,0,1966,0,98031,47.4007,-122.198,269900
16426,2014-07-22,4,2660,40312,2.0,0,0,4,0,1977,0,98072,47.7532,-122.139,667400
16427,2014-10-30,3,2640,7544,1.0,0,0,3,0,1995,0,98004,47.6224,-122.195,1220000
16428,2014-06-30,3,1460,1613,2.0,0,0,3,280,2007,0,98117,47.6781,-122.375,544000
16429,2015-04-28,2,1570,5000,1.5,0,3,4,0,1924,0,98144,47.5955,-122.294,800000
16430,2014-08-22,3,1010,7500,1.0,0,0,4,0,1975,0,98074,47.6172,-122.061,315000
16431,2014-06-10,4,1200,7200,1.5,0,0,3,0,1944,0,98178,47.4951,-122.248,227000
16432,2014-10-20,4,4040,25752,2.0,0,0,3,0,2000,0,98038,47.4579,-122.068,765000
16433,2014-07-02,3,1820,1641,3.0,0,0,3,280,2006,0,98119,47.6482,-122.358,625000
16434,2014-09-02,4,5810,7440,2.0,0,0,3,2020,2004,0,98033,47.6878,-122.212,1880000
16435,2015-02-11,4,3010,9600,1.0,0,2,3,1500,1979,0,98006,47.5519,-122.156,822600
