,sqft_living,sqft_lot,sqft_basement,bedrooms,floors,zipcode_category,lat,long,waterfront,view,grade,age_renovated,price
20310,5550,11547,1280,6,2.0,4,47.6547,-122.202,0,2,11,9.0,2350000
20311,2432,9391,0,3,2.0,1,47.3453,-122.267,0,2,9,18.0,427000
20312,2283,3996,0,3,2.0,1,47.4221,-122.192,0,0,8,15.0,389950
20313,1860,3730,0,3,2.0,2,47.7442,-121.984,0,0,8,11.0,309620
20314,2701,4500,0,4,2.0,1,47.2586,-122.194,0,0,9,9.0,399895
20315,2930,4875,0,4,2.0,1,47.3421,-122.179,0,0,9,9.0,442515
20316,1540,1561,0,3,3.0,2,47.6991,-122.346,0,0,8,13.0,375000
20317,2242,4500,0,3,2.0,1,47.2583,-122.198,0,0,8,9.0,309780
20318,1950,4345,0,3,2.0,2,47.5202,-121.873,0,0,7,16.0,425000
20319,1160,1073,280,2,2.0,2,47.5788,-122.315,0,0,7,16.0,405000
20320,2060,5115,0,3,2.0,1,47.3261,-122.163,0,0,9,9.0,356250
20321,1230,875,0,3,3.0,3,47.6521,-122.4,0,0,8,10.0,550000
20322,1160,1438,0,2,2.0,2,47.5917,-122.295,0,0,7,22.0,340000
20323,2245,4301,0,4,2.0,1,47.3555,-122.063,0,0,8,9.0,362865
20324,4120,12626,150,4,2.0,2,47.7089,-122.245,0,1,11,9.0,1360000
20325,3400,9692,0,4,2.0,3,47.708,-122.109,0,0,9,16.0,830000
20326,4270,7500,1060,5,2.0,4,47.6845,-122.207,0,0,10,9.0,1600000
20327,2890,5911,520,4,2.0,3,47.5754,-122.071,0,0,9,9.0,855000
20328,3220,8000,320,5,2.0,4,47.6834,-122.2,0,0,9,15.0,1210000
20329,4010,15365,0,4,2.0,3,47.5528,-122.093,0,1,11,17.0,1390000
20330,2260,30250,0,4,2.0,1,47.4493,-122.281,0,0,7,10.0,400200
20331,1140,1730,130,2,1.5,2,47.5494,-122.372,0,0,8,16.0,235000
20332,1640,4714,0,3,1.0,1,47.3539,-122.021,0,0,8,14.0,349950
20333,3510,9400,0,4,2.0,2,47.4827,-122.131,0,0,9,9.0,659950
20334,3010,1842,0,3,2.0,3,47.5836,-121.994,0,0,9,12.0,785000
20335,1060,925,80,2,2.0,3,47.6386,-122.388,0,0,8,17.0,475000
20336,1658,2700,0,3,2.0,1,47.3667,-122.307,0,0,8,9.0,263900
20337,1960,3540,0,3,2.0,1,47.3568,-122.055,0,0,8,11.0,342000
20338,2420,4725,0,3,2.0,1,47.371,-122.018,0,0,8,9.0,367899
20339,3420,23786,0,3,1.5,2,47.4739,-122.11,0,0,9,9.0,657044
20340,893,965,0,2,2.0,3,47.6187,-122.301,0,0,8,16.0,359950
20341,3020,7203,0,4,2.0,4,47.6948,-122.178,0,0,9,9.0,879950
20342,2470,5954,0,4,2.0,2,47.7685,-122.236,0,0,8,10.0,550000
20343,2009,4800,0,4,2.0,1,47.2586,-122.2,0,0,8,11.0,279000
20344,1530,1116,0,3,2.5,2,47.7385,-122.25,0,0,7,18.0,255000
20345,1590,1113,0,3,3.0,2,47.6691,-122.402,0,0,8,9.0,609500
20346,2630,3149,960,5,2.0,2,47.5065,-122.171,0,0,8,10.0,420000
20347,3230,7187,0,4,2.0,2,47.4995,-122.15,0,0,9,15.0,570000
20348,1430,2343,0,3,2.0,1,47.5648,-122.294,0,0,8,11.0,439000
20349,2242,5744,0,3,2.0,1,47.2597,-122.199,0,0,8,11.0,310000
20350,2500,4000,0,4,2.0,2,47.5902,-122.311,0,0,8,9.0,635000
20351,1230,922,150,3,2.0,3,47.6518,-122.384,0,0,8,14.0,399950
20352,3020,3600,0,4,2.5,3,47.5407,-121.993,0,0,9,14.0,805000
20353,3480,4000,1020,4,2.0,5,47.6356,-122.281,0,0,9,8.0,1800000
20354,3330,7650,1500,4,1.0,2,47.6889,-122.352,0,0,9,15.0,1210000
20355,3400,4840,210,4,2.0,2,47.5066,-122.146,0,0,10,17.0,745000
20356,830,1119,0,2,2.0,2,47.5828,-122.314,0,0,7,18.0,329445
20357,3110,4464,0,5,2.0,2,47.7719,-122.168,0,0,8,16.0,588000
20358,1910,2091,0,3,2.0,3,47.5445,-122.013,0,0,8,9.0,494815
20359,3230,5250,550,3,2.0,2,47.5196,-121.878,0,0,9,9.0,591975
20360,3380,8179,0,5,2.0,2,47.4827,-122.135,0,0,9,12.0,600000
20361,2830,3496,0,3,2.0,3,47.5606,-122.011,0,0,8,11.0,673000
20362,3700,7055,0,5,2.0,3,47.5929,-122.057,0,0,9,9.0,889950
20363,2520,4104,0,4,2.0,2,47.5352,-121.88,0,0,7,21.0,500000
20364,1530,1396,290,3,2.0,2,47.666,-122.367,0,0,8,16.0,500000
20365,4420,5750,1010,4,2.0,3,47.5404,-122.073,0,0,10,17.0,890000
20366,1460,1180,0,3,3.0,2,47.6998,-122.367,0,0,8,17.0,437000
20367,1450,1486,290,3,2.0,3,47.5694,-122.387,0,0,8,17.0,419700
20368,1160,3441,580,3,1.0,2,47.5314,-122.392,0,0,6,93.0,394000
20369,1640,4802,0,3,1.0,1,47.3538,-122.021,0,0,8,13.0,342000
20370,1444,249126,0,3,1.5,2,47.4104,-122.486,0,0,7,15.0,420000
20371,1620,1173,150,3,3.0,2,47.6681,-122.355,0,4,8,15.0,580000
20372,1100,1228,200,2,2.0,2,47.5538,-122.282,0,0,7,16.0,343000
20373,1340,1402,220,2,2.0,2,47.588,-122.304,0,0,8,15.0,390000
20374,1450,4694,0,3,2.0,1,47.3654,-122.021,0,0,7,12.0,274000
20375,3040,7200,0,4,2.0,3,47.7747,-122.366,0,0,9,15.0,700000
20376,2560,7210,0,4,2.0,2,47.5535,-122.395,0,0,9,17.0,838000
20377,2744,9926,0,6,2.0,1,47.2773,-122.216,0,0,7,17.0,300000
20378,1420,990,0,3,3.0,2,47.6801,-122.348,0,0,8,15.0,467000
20379,700,7457,0,2,1.0,1,47.5348,-122.295,0,0,6,80.0,395000
20380,4110,42755,1140,5,2.0,1,47.3375,-122.337,0,2,10,23.0,734000
20381,2670,4780,0,5,2.0,2,47.4866,-122.155,0,0,8,10.0,480000
20382,2130,1400,1050,3,2.0,2,47.5661,-122.29,0,0,9,13.0,539000
20383,3078,6371,0,5,2.0,1,47.3587,-122.163,0,0,9,9.0,459950
20384,840,892,0,2,2.0,2,47.5396,-122.387,0,0,7,17.0,306500
20385,1800,2731,0,3,2.0,2,47.5342,-121.841,0,0,8,9.0,408474
20386,2580,5200,0,3,2.0,2,47.496,-122.151,0,0,8,15.0,437000
20387,1270,2356,0,3,2.0,1,47.5671,-122.298,0,0,7,11.0,160797
20388,3065,5440,0,4,3.0,2,47.524,-122.2,0,0,9,9.0,729000
20389,1861,1587,283,3,2.0,2,47.7043,-122.209,0,0,8,16.0,499000
20390,2260,5705,0,4,2.0,1,47.3726,-122.159,0,0,8,9.0,359950
20391,4150,7100,0,5,2.0,3,47.6026,-122.06,0,0,10,10.0,929000
20392,1500,1174,360,2,2.0,2,47.6689,-122.363,0,0,8,9.0,529950
20393,1620,998,80,3,2.5,3,47.5394,-122.027,0,0,8,11.0,461000
20394,830,1325,0,2,2.0,2,47.5472,-122.384,0,0,7,18.0,271115
20395,3120,5137,0,4,2.0,3,47.6842,-122.04,0,0,7,20.0,653000
20396,1870,1058,490,3,3.0,2,47.6512,-122.345,0,0,8,16.0,565000
20397,1240,1250,0,3,3.0,2,47.6748,-122.377,0,0,8,9.0,529950
20398,2820,5612,0,4,2.0,2,47.7477,-122.236,0,0,9,16.0,585000
20399,1630,1526,0,3,3.0,2,47.6536,-122.354,0,0,8,9.0,609000
20400,1584,2800,0,3,2.0,1,47.3454,-122.214,0,0,7,11.0,267000
20401,2840,4500,0,4,2.0,2,47.7678,-122.237,0,0,8,11.0,557000
20402,3910,6293,780,4,2.0,2,47.5389,-121.86,0,0,9,17.0,709950
20403,1730,1301,0,3,3.0,2,47.653,-122.352,0,0,9,12.0,625000
20404,1840,2060,140,3,2.0,3,47.53,-122.073,0,0,10,10.0,599000
20405,4030,503989,0,4,2.0,2,47.4807,-121.795,0,0,10,15.0,920000
20406,3440,3800,0,4,3.0,5,47.6408,-122.307,0,0,9,9.0,1290000
20407,2110,3825,0,4,2.0,1,47.3602,-122.082,0,0,7,11.0,324500
20408,2430,5866,0,3,2.0,2,47.5158,-121.871,0,0,7,14.0,471500
20409,4690,207141,660,4,2.0,2,47.7072,-121.983,0,0,10,16.0,1020000
20410,3500,43560,650,4,2.0,4,47.5481,-122.103,0,0,9,9.0,998000
20411,2070,8685,0,4,2.0,1,47.4697,-122.267,0,0,7,17.0,262000
20412,3350,6350,740,4,2.0,3,47.5602,-122.39,0,2,8,14.0,844000
20413,2440,4850,0,4,2.0,3,47.7043,-122.114,0,0,8,10.0,745641
20414,3010,7357,0,5,2.0,1,47.7226,-122.33,0,0,9,15.0,659950
20415,2060,4200,0,3,2.0,1,47.3706,-122.018,0,0,8,9.0,339989
20416,1570,2399,390,2,2.0,1,47.5488,-122.364,0,0,7,14.0,352500
20417,1580,1161,570,3,2.0,5,47.6206,-122.299,0,0,8,15.0,525000
20418,4280,6530,0,5,2.0,3,47.5941,-121.973,0,3,10,9.0,1140000
20419,2815,4900,0,5,2.0,1,47.3424,-122.179,0,0,9,12.0,491000
20420,2620,6114,0,4,2.0,3,47.5603,-122.013,0,0,9,12.0,675000
20421,1250,1033,0,3,3.0,2,47.6907,-122.343,0,0,8,16.0,344000
20422,3250,4500,0,4,2.0,2,47.4944,-122.15,0,0,8,15.0,530000
20423,2510,7686,0,4,2.0,1,47.4785,-122.228,0,0,9,20.0,290500
20424,1270,1685,0,2,2.0,1,47.5646,-122.295,0,0,8,11.0,335000
20426,1580,3075,0,3,2.0,2,47.545,-122.368,0,0,8,10.0,379000
20427,1360,2030,0,3,3.0,2,47.6961,-122.349,0,0,8,15.0,385000
20428,2400,9612,1170,4,1.0,2,47.4799,-122.127,0,0,8,14.0,500012
20429,1571,2017,0,3,3.0,2,47.7338,-122.309,0,0,8,15.0,366750
20430,1405,1073,265,2,2.0,3,47.612,-122.295,0,0,8,16.0,405000
20431,1010,1546,0,3,2.0,2,47.5998,-122.311,0,0,8,9.0,356999
20432,1450,1281,230,2,2.0,4,47.665,-122.285,0,0,8,17.0,590000
20433,1420,1361,460,3,2.0,1,47.5684,-122.314,0,0,7,9.0,294000
20434,2650,4644,0,4,2.0,3,47.6945,-122.018,0,0,8,10.0,731500
20435,3030,7679,0,5,2.0,3,47.593,-122.057,0,0,9,9.0,837219
20437,2670,3738,950,3,1.0,2,47.5299,-122.203,0,0,10,10.0,798800
20438,1170,809,0,2,2.0,2,47.6875,-122.339,0,0,9,16.0,482500
20439,3260,26772,0,4,2.0,3,47.5115,-122.031,0,0,9,16.0,820000
20440,1480,1722,0,3,3.0,2,47.728,-122.292,0,0,7,16.0,319000
20441,2700,6947,0,3,2.0,2,47.5172,-122.208,0,3,9,10.0,950000
20442,4640,13404,0,4,2.0,2,47.531,-122.134,0,0,10,16.0,1270000
20443,1601,2491,65,3,3.0,2,47.719,-122.317,0,0,7,16.0,378000
20444,5350,15360,2310,5,1.0,5,47.648,-122.218,0,1,11,15.0,3350000
20445,2540,5237,0,3,2.0,2,47.5492,-122.276,0,0,8,12.0,489950
20446,1030,1106,265,2,2.0,2,47.5397,-122.387,0,0,7,17.0,345000
20447,2730,7136,0,3,2.0,1,47.3938,-122.321,0,0,8,11.0,510000
20448,3172,5033,0,4,2.0,1,47.2961,-122.348,0,0,8,9.0,432500
20449,3160,8530,0,4,2.0,2,47.5075,-122.148,0,0,9,17.0,650000
20450,2850,12429,0,4,2.0,4,47.6915,-122.177,0,0,9,15.0,750000
20451,2780,3100,660,4,2.0,2,47.6886,-122.364,0,0,8,9.0,870000
20452,3860,6543,0,4,2.0,3,47.5934,-121.974,0,0,10,9.0,900000
20453,1180,900,400,2,2.0,4,47.6395,-122.329,0,0,10,9.0,664950
20454,1410,1290,120,3,2.0,3,47.5345,-122.069,0,0,7,19.0,391000
20456,3223,6371,0,5,2.0,1,47.3584,-122.163,0,0,9,9.0,479349
20457,2600,2074,450,4,2.0,3,47.5402,-122.028,0,0,8,12.0,661000
20458,1380,1234,0,3,3.0,2,47.6935,-122.342,0,0,8,17.0,379000
20459,1620,998,80,3,2.5,3,47.5401,-122.027,0,0,8,13.0,415000
20460,1370,1227,0,3,3.0,2,47.6964,-122.341,0,0,8,16.0,375000
20461,1220,1186,0,3,3.0,2,47.6972,-122.341,0,0,8,16.0,355000
20462,1280,1889,0,3,3.0,4,47.6619,-122.324,0,0,8,14.0,540000
20463,770,850,0,2,2.0,3,47.5644,-122.388,0,0,7,17.0,290000
20464,1210,1200,0,3,3.0,2,47.6543,-122.345,0,0,8,15.0,500000
20465,2890,6322,0,4,2.0,1,47.3494,-122.044,0,0,8,12.0,416000
20466,1580,2765,0,3,2.0,2,47.5444,-122.369,0,0,8,12.0,349900
20467,1530,1245,480,3,2.0,3,47.6018,-122.297,0,0,9,9.0,465000
20468,3670,7680,0,4,2.5,3,47.5401,-121.993,0,0,10,16.0,950000
20469,1850,2340,0,4,2.5,2,47.543,-122.372,0,0,8,9.0,496800
20470,2440,6581,0,4,2.0,1,47.7321,-122.334,0,0,8,9.0,680000
20471,2190,4265,650,4,2.0,3,47.6178,-122.29,0,0,9,8.0,920000
20472,4360,8030,0,5,2.0,3,47.5923,-121.973,0,0,10,8.0,1290000
20473,3990,6637,0,4,2.0,3,47.6835,-122.045,0,0,9,20.0,825000
20474,1270,1283,0,3,3.0,2,47.7209,-122.291,0,0,7,16.0,292000
20475,3340,6924,0,4,2.0,2,47.495,-122.149,0,0,8,14.0,576000
20476,1500,761,0,2,3.0,2,47.6522,-122.346,0,3,8,15.0,670000
20477,3120,5086,640,4,2.0,3,47.6762,-122.288,0,0,9,15.0,953007
20478,2480,4334,0,4,2.0,1,47.3826,-122.036,0,0,8,11.0,399000
20479,1110,1155,130,2,3.0,2,47.5496,-122.388,0,0,7,15.0,399000
20480,2760,5670,0,4,2.0,3,47.5819,-122.047,0,0,10,9.0,847093
20481,1510,1493,0,3,3.0,2,47.669,-122.402,0,0,8,9.0,599950
20482,1460,1614,280,3,2.0,2,47.6781,-122.374,0,0,8,16.0,499000
20483,3980,285318,0,4,2.0,2,47.4803,-121.795,0,2,9,17.0,760000
20484,3320,8234,0,4,2.0,5,47.5963,-122.2,0,0,10,9.0,1700000
20485,3270,5187,160,4,2.0,3,47.6966,-122.133,0,0,9,9.0,1030000
20486,2670,8765,0,4,2.0,2,47.4876,-122.146,0,0,9,17.0,515000
20487,1410,1332,120,3,2.0,3,47.5345,-122.069,0,0,7,19.0,355000
20488,2475,4000,0,4,2.0,1,47.3452,-122.21,0,0,7,9.0,319900
20489,1600,1431,360,3,2.0,2,47.6865,-122.363,0,0,8,17.0,460000
20490,1290,3383,0,2,2.0,3,47.6968,-122.025,0,0,7,15.0,305000
20491,1608,4818,0,3,2.0,1,47.2583,-122.203,0,0,8,11.0,280000
20492,1300,2104,290,2,2.0,2,47.5477,-122.388,0,0,8,12.0,394950
20493,2530,3000,680,4,2.0,1,47.4919,-122.336,0,0,8,9.0,382000
20494,1390,1411,0,3,3.0,2,47.6485,-122.334,0,0,8,15.0,560000
20495,1640,1204,0,3,3.0,5,47.6196,-122.297,0,0,8,9.0,772000
20496,2229,5723,0,4,2.0,1,47.3693,-122.286,0,0,7,11.0,324950
20497,1790,3078,0,3,2.0,3,47.5638,-122.094,0,0,8,13.0,530000
20498,990,736,110,3,2.5,4,47.6605,-122.319,0,0,8,14.0,384000
20499,3240,6863,0,5,2.0,2,47.5033,-122.193,0,0,10,10.0,719950
20500,1280,819,220,2,2.0,2,47.6905,-122.364,0,0,8,17.0,319950
20501,1610,3848,0,3,2.0,1,47.4497,-122.188,0,0,8,17.0,292000
20502,3670,3959,1260,6,2.0,4,47.6356,-122.373,0,0,10,15.0,1500000
20503,1150,1027,0,2,3.0,2,47.6534,-122.356,0,0,8,15.0,425000
20504,3760,4702,980,5,2.0,2,47.7202,-122.223,0,0,9,9.0,799950
20505,1320,1157,330,2,2.0,2,47.6689,-122.363,0,0,8,9.0,499000
20506,2700,7992,0,4,2.0,2,47.4831,-122.135,0,0,9,11.0,572000
20507,1480,804,0,2,3.0,3,47.602,-122.308,0,0,8,15.0,459000
20508,1410,905,0,3,3.0,3,47.5818,-122.402,0,0,9,9.0,529500
20509,3135,5811,0,4,2.0,1,47.3263,-122.18,0,0,9,18.0,374500
20510,1480,1485,200,3,2.0,4,47.6376,-122.326,0,0,8,16.0,584000
20511,4020,9656,0,4,2.0,5,47.6358,-122.207,0,0,10,16.0,1900000
20512,1060,1209,120,2,2.0,4,47.6369,-122.327,0,0,8,17.0,505000
20513,1950,2457,0,2,3.0,2,47.5925,-122.302,0,0,8,14.0,565000
20514,3340,5677,0,4,2.0,3,47.709,-122.118,0,0,9,12.0,799000
20515,1570,1452,330,3,2.5,3,47.648,-122.396,0,0,9,16.0,547000
20516,1930,6604,0,3,2.0,2,47.4692,-122.351,0,0,7,9.0,550000
20517,1590,8100,530,3,1.0,1,47.3611,-122.047,0,0,7,27.0,250000
20518,3720,7746,0,4,2.0,2,47.7323,-122.165,0,0,10,9.0,960000
20519,4470,5884,1240,4,2.0,3,47.6387,-122.405,0,1,11,13.0,2950000
20520,1290,1289,260,2,2.0,2,47.6006,-122.305,0,0,7,18.0,441000
20521,1489,2800,0,3,2.0,1,47.3454,-122.214,0,0,7,11.0,265000
20522,2075,39553,0,3,1.0,1,47.3601,-122.032,0,0,7,11.0,430000
20523,1413,3600,0,3,2.0,1,47.4222,-122.193,0,0,8,12.0,286800
20524,1300,1362,420,3,2.0,2,47.5893,-122.317,0,0,8,15.0,375000
20525,1480,983,300,3,2.0,1,47.5555,-122.363,0,0,8,10.0,312500
20526,3320,5559,0,4,2.0,3,47.5607,-122.031,0,0,9,11.0,850000
20527,1530,1279,414,3,2.0,3,47.7035,-122.357,0,0,7,16.0,390500
20528,1180,932,0,3,3.0,4,47.638,-122.375,0,0,8,13.0,455000
20529,1190,1303,390,2,2.0,2,47.6675,-122.368,0,0,8,14.0,455000
20530,1300,1180,0,3,3.0,2,47.6871,-122.339,0,0,8,15.0,515000
20531,1710,2212,310,3,2.0,2,47.5459,-122.368,0,0,7,10.0,362500
20532,2390,47480,0,3,2.0,1,47.4517,-122.084,0,0,9,16.0,460000
20533,3510,6005,760,4,2.0,2,47.5168,-121.87,0,0,8,13.0,540000
20534,1140,1165,0,3,2.0,1,47.5638,-122.295,0,0,8,9.0,230000
20535,1320,1329,140,2,2.0,2,47.6728,-122.374,0,0,8,16.0,425000
20536,2100,9752,900,5,1.0,1,47.3341,-122.304,0,0,8,16.0,298450
20537,2400,4848,0,4,2.0,1,47.3626,-122.04,0,0,8,19.0,344000
20538,1408,989,0,3,3.0,3,47.6856,-122.315,0,0,8,18.0,416286
20539,2560,5102,0,4,2.0,1,47.3404,-122.181,0,0,8,10.0,379500
20540,1260,1347,0,2,3.0,2,47.6994,-122.341,0,0,8,18.0,350000
20541,1290,1624,0,2,2.0,1,47.5171,-122.347,0,0,8,9.0,258800
20542,2730,9260,0,4,2.0,1,47.7222,-122.331,0,0,8,15.0,620000
20543,1630,1368,350,2,2.0,1,47.5489,-122.363,0,0,7,14.0,295000
20544,3530,6844,0,4,2.0,3,47.5975,-121.985,0,0,10,9.0,908990
20545,2714,12558,0,4,2.0,1,47.3522,-122.201,0,0,9,9.0,485230
20546,1630,2520,0,3,2.0,3,47.5493,-121.998,0,0,7,18.0,475000
20547,5790,13726,1360,5,2.0,4,47.5388,-122.114,0,3,10,9.0,1240000
20548,2230,1407,380,3,2.5,3,47.5446,-122.017,0,0,8,10.0,635000
20549,1380,1590,220,3,2.0,2,47.5444,-122.375,0,0,9,11.0,350000
20550,1320,1161,0,3,3.0,2,47.7162,-122.294,0,0,8,13.0,345000
20551,1490,713,0,2,3.0,4,47.6356,-122.346,0,0,9,9.0,700000
20552,1280,1520,200,3,2.0,2,47.6651,-122.368,0,0,8,15.0,490000
20553,3870,5929,0,5,2.0,3,47.6965,-122.134,0,0,10,9.0,1300000
20554,1280,1051,200,2,2.0,4,47.6273,-122.359,0,0,8,14.0,579000
20555,1300,1435,180,3,2.0,3,47.6114,-122.31,0,0,8,16.0,552500
20556,2170,5024,0,4,2.0,2,47.495,-122.145,0,0,8,11.0,467000
20557,1763,3717,0,4,2.0,1,47.4213,-122.194,0,0,8,11.0,305000
20558,1020,1525,0,2,2.0,1,47.704,-122.347,0,0,7,19.0,212000
20559,1840,4593,0,4,2.0,3,47.6866,-122.013,0,0,7,13.0,429000
20560,1820,1358,0,3,3.0,2,47.5433,-122.376,0,0,9,9.0,479950
20561,2670,3000,800,3,2.0,2,47.6813,-122.372,0,0,9,9.0,825000
20563,1400,3814,0,3,2.0,1,47.3584,-122.083,0,0,7,11.0,250000
20564,1160,2158,0,2,2.0,2,47.7178,-122.19,0,0,7,41.0,289000
20565,1400,3368,0,3,2.0,1,47.5134,-122.342,0,0,7,10.0,265000
20566,1232,1130,0,3,3.0,2,47.7185,-122.317,0,0,7,16.0,344000
20567,2700,6000,600,4,2.0,3,47.586,-122.383,0,0,8,113.0,749000
20568,2550,6382,0,4,2.0,2,47.5202,-121.87,0,0,7,16.0,492000
20569,3260,6902,0,4,2.0,2,47.4829,-122.156,0,0,8,15.0,552500
20570,1680,1240,560,2,2.0,4,47.6372,-122.324,0,0,8,9.0,653500
20571,2630,2550,600,4,2.0,2,47.6775,-122.385,0,0,10,17.0,855000
20572,1260,5758,0,3,2.0,4,47.5524,-122.139,0,0,7,24.0,333000
20573,2550,4500,0,4,2.0,2,47.4916,-122.153,0,0,7,14.0,415000
20574,3450,5000,0,4,2.0,1,47.4925,-122.273,0,0,8,15.0,445000
20575,1550,3402,0,3,2.0,1,47.3523,-122.212,0,0,7,14.0,273500
20576,4150,8436,0,4,2.0,3,47.5802,-122.039,0,0,10,9.0,969990
20577,3900,4400,1250,5,2.0,2,47.6607,-122.362,0,0,9,9.0,1200000
20578,1550,1444,0,3,3.0,3,47.6767,-122.291,0,0,8,17.0,430000
20579,2130,4000,0,4,2.0,1,47.5108,-122.362,0,0,8,9.0,392000
20580,2890,7798,0,4,2.0,4,47.5456,-122.129,0,0,9,18.0,795000
20581,1220,1330,210,3,2.0,2,47.6904,-122.37,0,0,8,15.0,457000
20582,2502,8306,0,4,2.0,1,47.2953,-122.265,0,0,9,10.0,453000
20583,1340,1384,0,3,3.0,2,47.6973,-122.35,0,0,8,15.0,376000
20584,2350,3800,0,4,2.0,2,47.4783,-122.123,0,0,8,9.0,469995
20585,1810,3930,0,3,2.0,3,47.7169,-122.02,0,0,8,15.0,540000
20586,3310,6500,0,4,2.0,2,47.515,-121.87,0,0,8,11.0,555000
20587,1620,5101,1030,3,1.0,2,47.5448,-122.288,0,0,7,17.0,445000
20588,1070,635,350,2,2.0,1,47.5212,-122.357,0,0,9,15.0,256950
20589,2230,4952,0,4,2.0,1,47.3363,-122.211,0,0,8,12.0,297000
20590,1970,4558,0,4,2.0,1,47.3627,-122.04,0,0,8,18.0,320000
20591,4600,7810,1400,5,2.0,2,47.5381,-121.86,0,0,9,17.0,805000
20592,3110,6050,0,4,2.0,3,47.705,-122.126,0,0,9,9.0,799990
20593,3490,3677,640,4,2.0,2,47.774,-122.162,0,0,9,16.0,680000
20594,1600,1936,0,3,2.0,1,47.5629,-122.297,0,0,7,16.0,395000
20595,1960,3060,0,3,2.0,2,47.6764,-122.389,0,0,8,13.0,732000
20596,1000,1092,10,2,2.0,2,47.5419,-122.271,0,0,7,19.0,163800
20597,1000,1092,10,2,2.0,2,47.5419,-122.271,0,0,7,19.0,220000
20598,1500,1408,0,2,3.0,1,47.7293,-122.343,0,0,7,24.0,308625
20599,2424,5931,0,3,2.0,1,47.3515,-122.134,0,0,9,9.0,375000
20600,2303,3826,0,4,2.0,1,47.3258,-122.165,0,0,8,17.0,300000
20601,1880,6008,0,3,2.0,1,47.3366,-122.052,0,0,7,14.0,284000
20602,1210,740,430,2,2.0,5,47.6206,-122.3,0,0,8,9.0,610000
20603,3720,6765,0,4,2.0,3,47.688,-122.018,0,0,9,11.0,955000
20604,3610,8580,0,4,2.0,4,47.6706,-122.173,0,0,9,9.0,982000
20605,1360,885,0,3,3.0,2,47.6961,-122.349,0,0,8,15.0,359000
20606,2590,7084,0,5,2.0,3,47.7053,-122.113,0,0,8,9.0,779380
20607,4390,11250,0,5,2.0,5,47.5785,-122.225,0,0,10,16.0,1510000
20608,2290,1407,400,3,2.5,3,47.5446,-122.017,0,0,8,9.0,635000
20609,3880,9979,0,4,2.5,3,47.5408,-121.992,0,0,10,16.0,1060000
20610,1350,874,80,3,3.0,2,47.549,-122.387,0,0,8,17.0,389500
20611,2170,2752,0,5,2.0,1,47.5165,-122.346,0,0,8,9.0,359800
20612,1296,1051,0,3,3.0,2,47.7175,-122.284,0,0,8,14.0,399950
20613,1530,1602,390,3,2.0,1,47.5555,-122.362,0,0,8,10.0,320000
20614,1489,3266,0,3,2.0,1,47.3452,-122.217,0,0,7,9.0,255900
20615,2130,4467,0,4,2.0,1,47.5108,-122.363,0,0,8,9.0,380000
20616,1430,1521,300,3,2.0,4,47.6353,-122.371,0,0,9,14.0,580000
20617,2380,7268,950,5,1.0,1,47.5571,-122.357,0,0,8,15.0,545000
20618,1420,814,280,3,2.0,2,47.5429,-122.387,0,0,8,15.0,451300
20619,3450,6184,0,4,2.0,3,47.6072,-122.054,0,0,9,9.0,852880
20620,1914,3150,0,4,2.0,1,47.43,-122.188,0,0,8,14.0,305000
20621,988,1080,0,2,3.0,2,47.7123,-122.301,0,0,7,16.0,295000
20622,1584,2800,0,3,2.0,1,47.3451,-122.214,0,0,7,11.0,261000
20623,2630,5710,0,4,2.0,2,47.5342,-121.876,0,0,8,22.0,560000
20624,3520,5250,0,4,2.0,3,47.6869,-122.019,0,0,9,11.0,795000
20625,2380,4913,0,4,2.0,1,47.3607,-122.038,0,0,8,17.0,384950
20626,1410,1197,0,3,3.0,2,47.6558,-122.348,0,0,8,11.0,500000
20627,3220,5741,0,4,2.0,2,47.5169,-121.886,0,0,9,10.0,640000
20628,3266,5969,0,4,2.0,1,47.2975,-122.35,0,0,8,9.0,418000
20629,2550,4794,0,3,2.0,3,47.6955,-122.29,0,0,9,16.0,799000
20630,3828,18900,0,4,2.5,1,47.2851,-122.277,0,0,9,9.0,552900
20631,1670,1596,0,3,3.0,2,47.5402,-122.387,0,0,8,9.0,539950
20632,3056,11385,0,4,2.0,1,47.2905,-122.264,0,0,9,9.0,524225
20633,1000,1188,0,2,3.0,3,47.6823,-122.327,0,0,8,18.0,424950
20634,1530,1786,330,3,2.0,2,47.6783,-122.366,0,0,8,16.0,560000
20635,3490,6091,0,5,2.0,2,47.7744,-122.225,0,0,9,14.0,715000
20636,2760,6000,0,5,2.0,1,47.5289,-122.321,0,0,8,17.0,300000
20637,1440,2163,0,3,2.0,3,47.554,-121.998,0,0,7,18.0,405000
20638,1370,1001,0,3,3.0,1,47.7302,-122.355,0,0,8,14.0,327000
20639,3180,6551,0,6,2.0,3,47.6236,-122.023,0,0,9,9.0,859950
20640,2720,7570,0,4,2.0,1,47.7113,-122.349,0,0,9,15.0,560000
20641,1800,2792,0,3,2.0,2,47.5442,-122.371,0,0,8,12.0,379900
20642,3220,6409,0,3,2.0,2,47.4815,-122.127,0,0,9,15.0,625000
20643,2370,5321,0,3,2.0,1,47.37,-122.019,0,0,8,9.0,398096
20644,1410,1325,230,3,2.0,1,47.5582,-122.363,0,0,7,16.0,315000
20645,3640,6049,0,4,2.0,3,47.7049,-122.125,0,0,9,9.0,939000
